ID	CodeID	No	Name	TeamID	Team	Pos
19284	hacker-luke	33	Hacker, Luke	northampton-town	Northampton Town	M
19026	humphreys-ritchie	15	Humphreys, Ritchie	chesterfield	Chesterfield	M
19572	harrison-scott	28	Harrison, Scott	bury	Bury	M
19573	hawkins-lewis	28	Hawkins, Lewis	hartlepool-united	Hartlepool United	M
19583	harewood-marlon	9	Harewood, Marlon	hartlepool-united	Hartlepool United	F
19275	howell-luke	17	Howell, Luke	dagenham-redbridge	Dagenham & Redbridge	D
19276	hoyte-gavin	18	Hoyte, Gavin	dagenham-redbridge	Dagenham & Redbridge	D
18209	hope-hallam		Hope, Hallam	bury	Bury	M
19605	herbel-ryan		Herbel, Ryan	afc-wimbledon	AFC Wimbledon	M
19190	hussey-chris	11	Hussey, Chris	bury	Bury	D
19622	heath-ben	31	Heath, Ben	northampton-town	Northampton Town	G
19616	hylton-daniel	24	Hylton, Daniel	bury	Bury	F
19630	horwood-evan	25	Horwood, Evan	northampton-town	Northampton Town	D
19640	hackett-chris	11	Hackett, Chris	northampton-town	Northampton Town	M
19641	hornby-lewis	15	Hornby, Lewis	northampton-town	Northampton Town	M
19317	harper-penman-jed		Harper-Penman, Jed	plymouth-argyle	Plymouth Argyle	M
19318	hourihane-conor	6	Hourihane, Conor	plymouth-argyle	Plymouth Argyle	M
19652	harrison-lee	41	Harrison, Lee	wycombe-wanderers	Wycombe Wanderers	G
19666	hall-paris-cowan	12	Hall, Paris	wycombe-wanderers	Wycombe Wanderers	M
19340	howell-anthony	13	Howell, Anthony	mansfield-town	Mansfield Town	D
19049	howe-callum	20	Howe, Callum	scunthorpe-united	Scunthorpe United	D
19701	hunter-shaquille	31	Hunter, Shaquille	bristol-rovers	Bristol Rovers	M
19711	harding-mitch	18	Harding, Mitch	bristol-rovers	Bristol Rovers	F
19712	harrison-ellis	17	Harrison, Ellis	bristol-rovers	Bristol Rovers	F
19713	harrold-matt	9	Harrold, Matt	bristol-rovers	Bristol Rovers	F
19653	horlock-charlie	13	Horlock, Charlie	wycombe-wanderers	Wycombe Wanderers	G
19728	hanks-joe	17	Hanks, Joe	cheltenham-town	Cheltenham Town	M
19729	harrison-byron	9	Harrison, Byron	cheltenham-town	Cheltenham Town	M
19048	hawkridge-terry	14	Hawkridge, Terry	scunthorpe-united	Scunthorpe United	D
19071	hayes-paul	19	Hayes, Paul	plymouth-argyle	Plymouth Argyle	F
19723	ihiekwe-michael	28	Ihiekwe, Michael	cheltenham-town	Cheltenham Town	D
19668	ighorae-emmanuel	37	Ighorae, Emmanuel	wycombe-wanderers	Wycombe Wanderers	M
19277	ilesanmi-oluwafemi	3	Ilesanmi, Oluwafemi	dagenham-redbridge	Dagenham & Redbridge	D
19197	ismail-zeli	19	Ismail, Zeli	burton-albion	Burton Albion	M
19654	ingram-matt	1	Ingram, Matt	wycombe-wanderers	Wycombe Wanderers	G
18217	inniss-ryan	15	Inniss, Ryan	cheltenham-town	Cheltenham Town	D
19209	ingham-michael	24	Ingham, Michael	york-city	York City	G
19464	jeffers-sean	14	Jeffers, Sean	newport-county	Newport County	F
19565	jones-dan	20	Jones, Dan	hartlepool-united	Hartlepool United	D
19724	jombarti-sido	20	Jombarti, Sido	cheltenham-town	Cheltenham Town	D
19669	jeffrey-anthony	15	Jeffrey, Anthony	wycombe-wanderers	Wycombe Wanderers	M
19484	jenkins-james	29	Jenkins, James	accrington-stanley	Accrington Stanley	M
19234	jarvis-ryan	11	Jarvis, Ryan	york-city	York City	F
19574	james-luke	33	James, Luke	hartlepool-united	Hartlepool United	M
19660	johnson-leon	6	Johnson, Leon	wycombe-wanderers	Wycombe Wanderers	D
19520	jay-matt	27	Jay, Matt	exeter-city	Exeter City	F
19592	jones-darren	28	Jones, Darren	afc-wimbledon	AFC Wimbledon	D
19445	james-tony	5	James, Tony	newport-county	Newport County	D
19341	jennings-james	16	Jennings, James	mansfield-town	Mansfield Town	D
19606	jacquart-chace	25	Jacquart, Chace	afc-wimbledon	AFC Wimbledon	M
19119	jordan-stephen	25	Jordan, Stephen	fleetwood-town	Fleetwood Town	D
19485	joyce-luke	4	Joyce, Luke	accrington-stanley	Accrington Stanley	M
19364	jensen-brian	21	Jensen, Brian	bury	Bury	G
19127	johnson-damien	20	Johnson, Damien	fleetwood-town	Fleetwood Town	M
19432	jervis-jake	32	Jervis, Jake	portsmouth	Portsmouth	F
19444	jackson-ryan_2	18	Jackson, Ryan	newport-county	Newport County	D
19455	jolley-christian	23	Jolley, Christian	newport-county	Newport County	M
19383	jones-craig	7	Jones, Craig	bury	Bury	M
19035	kearns-daniel	29	Kearns, Daniel	chesterfield	Chesterfield	F
19097	kelly-reece		Kelly, Reece	rochdale	Rochdale	M
19098	kennedy-jason	8	Kennedy, Jason	rochdale	Rochdale	M
19128	kinsella-gerard		Kinsella, Gerard	fleetwood-town	Fleetwood Town	M
19204	kee-billy	29	Kee, Billy	burton-albion	Burton Albion	F
19205	knowles-dominic	18	Knowles, Dominic	burton-albion	Burton Albion	F
19264	kitson-dave	8	Kitson, Dave	oxford-united	Oxford United	F
15619	knott-billy	28	Knott, Billy	wycombe-wanderers	Wycombe Wanderers	M
19546	kenyon-alex	4	Kenyon, Alex	morecambe	Morecambe	M
19516	keohane-jimmy	22	Keohane, Jimmy	exeter-city	Exeter City	M
19593	kennedy-callum	3	Kennedy, Callum	afc-wimbledon	AFC Wimbledon	D
19670	kewley-graham-jesse	21	Kewley-Graham, Jesse	wycombe-wanderers	Wycombe Wanderers	M
19681	kuffour-jo	18	Kuffour, Jo	wycombe-wanderers	Wycombe Wanderers	F
19691	keary-pat	34	Keary, Pat	bristol-rovers	Bristol Rovers	D
19738	kotwica-zack	19	Kotwica, Zack	cheltenham-town	Cheltenham Town	F
19671	kretzschmar-max	22	Kretzschmar, Max	wycombe-wanderers	Wycombe Wanderers	M
19499	krysiak-artur	1	Krysiak, Artur	exeter-city	Exeter City	G
19072	keegan-jordan		Keegan, Jordan	scunthorpe-united	Scunthorpe United	F
19078	lillis-josh	1	Lillis, Josh	rochdale	Rochdale	G
19084	lancashire-oliver	6	Lancashire, Oliver	rochdale	Rochdale	D
19682	logan-richard		Logan, Richard	wycombe-wanderers	Wycombe Wanderers	F
19107	lynch-craig	19	Lynch, Craig	rochdale	Rochdale	F
19108	lucas-david	33	Lucas, David	fleetwood-town	Fleetwood Town	G
19241	lynn-david	32	Lynn, David	oxford-united	Oxford United	D
19250	long-sam	30	Long, Sam	oxford-united	Oxford United	M
19183	lyness-dean	16	Lyness, Dean	burton-albion	Burton Albion	G
19156	leonard-ryan	18	Leonard, Ryan	southend-united	Southend United 	D
18268	lucas-lee	31	Lucas, Lee	cheltenham-town	Cheltenham Town	M
19171	laird-marc	4	Laird, Marc	southend-united	Southend United 	M
19714	lucas-jamie	36	Lucas, Jamie	bristol-rovers	Bristol Rovers	F
19099	lund-matthew	12	Lund, Matthew	rochdale	Rochdale	M
19182	lainton-robert	26	Lainton, Robert	bury	Bury	G
19647	langmead-kelvin	5	Langmead, Kelvin	northampton-town	Northampton Town	F
19672	lewis-stuart	8	Lewis, Stuart	wycombe-wanderers	Wycombe Wanderers	M
19240	lee-kenzer	36	Lee, Kenzer	oxford-united	Oxford United	D
19476	liddle-michael	3	Liddle, Michael	accrington-stanley	Accrington Stanley	D
19249	leven-peter		Leven, Peter	oxford-united	Oxford United	M
19702	lockyer-tom	30	Lockyer, Tom	bristol-rovers	Bristol Rovers	M
19271	lewington-chris	1	Lewington, Chris	dagenham-redbridge	Dagenham & Redbridge	G
19326	lecointe-matt	21	Lecointe, Matt	plymouth-argyle	Plymouth Argyle	F
19319	lane-ryan	30	Lane, Ryan	plymouth-argyle	Plymouth Argyle	M
19014	lee-tommy	1	Lee, Tommy	chesterfield	Chesterfield	G
19213	lowe-keith	2	Lowe, Keith	cheltenham-town	Cheltenham Town	D
19550	mwasile-joe	20	Mwasile, Joe	morecambe	Morecambe	M
19109	martin-oliver		Martin, Oliver	fleetwood-town	Fleetwood Town	G
19110	maxwell-chris	28	Maxwell, Chris	fleetwood-town	Fleetwood Town	G
19120	mawene-youl		Mawene, Youl	fleetwood-town	Fleetwood Town	D
19129	marrow-alex	35	Marrow, Alex	fleetwood-town	Fleetwood Town	M
19130	mckenna-paul		McKenna, Paul	fleetwood-town	Fleetwood Town	M
19121	mclaughlin-conor	15	McLaughlin, Conor	fleetwood-town	Fleetwood Town	D
19692	mcchrystal-mark	29	McChrystal, Mark	bristol-rovers	Bristol Rovers	D
19191	macdonald-alexander	11	MacDonald, Alexander	burton-albion	Burton Albion	D
19198	mccrory-damien	14	McCrory, Damien	burton-albion	Burton Albion	M
19206	mcfadzean-callum	24	McFadzean, Callum	chesterfield	Chesterfield	F
19207	mcgurk-adam	20	McGurk, Adam	burton-albion	Burton Albion	F
19143	matt-jamille	10	Matt, Jamille	fleetwood-town	Fleetwood Town	F
19214	mccombe-john	5	McCombe, John	mansfield-town	Mansfield Town	D
19215	mcgurk-david	5	McGurk, David	york-city	York City	D
19456	minshull-lee	8	Minshull, Lee	newport-county	Newport County	M
19334	mitchell-liam	33	Mitchell, Liam	mansfield-town	Mansfield Town	G
19235	mcdonald-shaquille	17	McDonald, Shaquille	york-city	York City	F
19050	mirfin-david	5	Mirfin, David	scunthorpe-united	Scunthorpe United	D
19251	marsh-tyrone	20	Marsh, Tyrone	oxford-united	Oxford United	M
19252	meades-jonathan	5	Meades, Jonathan	oxford-united	Oxford United	M
19487	mingoia-piero	15	Mingoia, Piero	accrington-stanley	Accrington Stanley	M
19302	mccormick-luke	23	McCormick, Luke	plymouth-argyle	Plymouth Argyle	G
19575	monkhouse-andy	11	Monkhouse, Andy	hartlepool-united	Hartlepool United	M
19730	mcglashan-jermaine	11	McGlashan, Jermaine	cheltenham-town	Cheltenham Town	M
19333	marriott-alan	1	Marriott, Alan	mansfield-town	Mansfield Town	G
19343	mcguire-jamie	23	McGuire, Jamie	mansfield-town	Mansfield Town	D
19507	moore-taylor-jordan	15	Moore-Taylor, Jordan	exeter-city	Exeter City	D
19359	meikle-lindon	20	Meikle, Lindon	mansfield-town	Mansfield Town	F
19122	morris-josh	24	Morris, Josh	fleetwood-town	Fleetwood Town	D
19374	mills-pablo	34	Mills, Pablo	bury	Bury	D
15627	mandron-mikael	34	Mandron, Mikael	fleetwood-town	Fleetwood Town	F
19370	mcintyre-robbie	28	McIntyre, Robbie	bury	Bury	D
19433	maloney-jack	30	Maloney, Jack	portsmouth	Portsmouth	F
19327	morgan-marvin	10	Morgan, Marvin	plymouth-argyle	Plymouth Argyle	F
19436	mcloughlin-ian	33	McLoughlin, Ian	newport-county	Newport County	G
19486	miller-george	12	Miller, George	accrington-stanley	Accrington Stanley	M
19492	mccartan-shay	7	McCartan, Shay	accrington-stanley	Accrington Stanley	F
19352	murray-adam	21	Murray, Adam	mansfield-town	Mansfield Town	M
19478	murphy-peter	2	Murphy, Peter	accrington-stanley	Accrington Stanley	D
19537	mccready-chris	15	McCready, Chris	morecambe	Morecambe	D
19547	mcgee-joe	19	McGee, Joe	morecambe	Morecambe	M
19548	mcgowan-aaron	21	McGowan, Aaron	morecambe	Morecambe	M
19683	morias-junior	17	Morias, Junior	wycombe-wanderers	Wycombe Wanderers	F
19554	marshall-marcus	14	Marshall, Marcus	morecambe	Morecambe	F
19607	moore-sammy	8	Moore, Sammy	afc-wimbledon	AFC Wimbledon	M
19385	mezague-valery		Mezague, Valery	bury	Bury	M
19617	midson-jack	10	Midson, Jack	afc-wimbledon	AFC Wimbledon	F
19623	mcnamara-ben	21	McNamara, Ben	northampton-town	Northampton Town	G
19631	marquis-john	16	Marquis, John	torquay-united	Torquay United	D
19673	mcclure-matt	29	McClure, Matt	wycombe-wanderers	Wycombe Wanderers	M
19342	marsden-liam	29	Marsden, Liam	mansfield-town	Mansfield Town	D
19715	mohamed-kaid	39	Mohamed, Kaid	afc-wimbledon	AFC Wimbledon	F
19618	moore-luke_2	11	Moore, Luke	afc-wimbledon	AFC Wimbledon	F
19061	mcallister-sean	4	McAllister, Sean	scunthorpe-united	Scunthorpe United	M
19642	mcsweeney-leon	2	McSweeney, Leon	northampton-town	Northampton Town	M
19661	mccoy-marvin	2	McCoy, Marvin	wycombe-wanderers	Wycombe Wanderers	D
19293	murphy-rhys	9	Murphy, Rhys	dagenham-redbridge	Dagenham & Redbridge	F
19216	montrose-lewis	14	Montrose, Lewis	york-city	York City	D
19371	mclaughlin-dalton		McLaughlin, Dalton	bury	Bury	D
19372	mcnulty-jim	3	McNulty, Jim	bury	Bury	D
19549	mustoe-jordan	28	Mustoe, Jordan	wycombe-wanderers	Wycombe Wanderers	M
19015	mason-cameron	33	Mason, Cameron	chesterfield	Chesterfield	G
19373	melia-jordan	22	Melia, Jordan	bury	Bury	D
19021	morte-luis-boa		Morte, Luis	chesterfield	Chesterfield	M
19027	morsy-sam	5	Morsy, Sam	chesterfield	Chesterfield	M
19632	moyo-david	20	Moyo, David	northampton-town	Northampton Town	D
19040	morgan-david	33	Morgan, David	chesterfield	Chesterfield	F
19688	mildenhall-steve	1	Mildenhall, Steve	bristol-rovers	Bristol Rovers	G
19242	mullins-johnny	19	Mullins, Johnny	oxford-united	Oxford United	D
19477	molyneux-lee	19	Molyneux, Lee	rochdale	Rochdale	D
19384	mayor-danny	15	Mayor, Danny	bury	Bury	M
19131	murdoch-stuart	4	Murdoch, Stuart	fleetwood-town	Fleetwood Town	M
19386	miller-tommy	8	Miller, Tommy	bury	Bury	M
19594	morris-aaron	27	Morris, Aaron	afc-wimbledon	AFC Wimbledon	D
19225	murray-cameron	23	Murray, Cameron	york-city	York City	M
19062	mcsheffrey-gary	28	McSheffrey, Gary	chesterfield	Chesterfield	M
19643	morris-ian	8	Morris, Ian	northampton-town	Northampton Town	M
18271	murphy-jacob	15	Murphy, Jacob	southend-united	Southend United 	M
19073	madden-patrick	27	Madden, Patrick	scunthorpe-united	Scunthorpe United	F
19397	mccartney-luke		McCartney, Luke	bury	Bury	F
19085	mcginty-sean	23	McGinty, Sean	northampton-town	Northampton Town	D
19674	morgan-dean	7	Morgan, Dean	wycombe-wanderers	Wycombe Wanderers	M
19412	moutaouakil-yassin	2	Moutaouakil, Yassin	portsmouth	Portsmouth	D
19488	naismith-kal	11	Naismith, Kal	accrington-stanley	Accrington Stanley	M
19051	nolan-eddie	18	Nolan, Eddie	scunthorpe-united	Scunthorpe United	D
19521	nicholls-tom	20	Nicholls, Tom	exeter-city	Exeter City	F
19731	noble-david	25	Noble, David	cheltenham-town	Cheltenham Town	M
19243	newey-tom	3	Newey, Tom	oxford-united	Oxford United	D
19551	naylor-alex	26	Naylor, Alex	morecambe	Morecambe	M
19307	nelson-curtis	17	Nelson, Curtis	plymouth-argyle	Plymouth Argyle	D
19157	nesbitt-teddy		Nesbitt, Teddy	southend-united	Southend United 	D
19608	nicholson-jake	29	Nicholson, Jake	afc-wimbledon	AFC Wimbledon	M
19609	nightingale-will	32	Nightingale, Will	afc-wimbledon	AFC Wimbledon	M
19387	nasseri-david	36	Nasseri, David	bury	Bury	M
19398	nardiello-daniel	18	Nardiello, Daniel	bury	Bury	F
19434	ngala-bondz	3	Ngala, Bondz	portsmouth	Portsmouth	F
19446	naylor-tom	19	Naylor, Tom	newport-county	Newport County	D
19648	nicholls-alex	14	Nicholls, Alex	northampton-town	Northampton Town	F
19294	nouble-jon	28	Nouble, Jon	dagenham-redbridge	Dagenham & Redbridge	F
19703	norburn-oliver	15	Norburn, Oliver	bristol-rovers	Bristol Rovers	M
19496	odejayi-kayode	24	Odejayi, Kayode	accrington-stanley	Accrington Stanley	F
19517	oakley-matt	8	Oakley, Matt	exeter-city	Exeter City	M
19522	o-flynn-john	19	O'Flynn, John	exeter-city	Exeter City	F
19100	o-connell-jack	22	O'Connell, Jack	rochdale	Rochdale	M
19111	ollerenshaw-josh		Ollerenshaw, Josh	fleetwood-town	Fleetwood Town	G
19253	o-dowda-callum	35	O'Dowda, Callum	oxford-united	Oxford United	M
15726	oshilaja-adedeji	20	Oshilaja, Adedeji	newport-county	Newport County	D
19576	oliver-connor	26	Oliver, Connor	hartlepool-united	Hartlepool United	M
19595	osano-curtis		Osano, Curtis	afc-wimbledon	AFC Wimbledon	D
19619	oakley-george	34	Oakley, George	afc-wimbledon	AFC Wimbledon	F
19036	o-shea-james	10	O'Shea, James	chesterfield	Chesterfield	F
19704	o-toole-john-joe	32	O'Toole, John-Joe	bristol-rovers	Bristol Rovers	M
19286	ogogo-abu	8	Ogogo, Abu	dagenham-redbridge	Dagenham & Redbridge	M
19217	oyebanjo-lanre	2	Oyebanjo, Lanre	york-city	York City	D
19295	obafemi-afolabi	11	Obafemi, Afolabi	dagenham-redbridge	Dagenham & Redbridge	F
19158	o-neill-luke	30	O'Neill, Luke	york-city	York City	D
19399	obadeyi-temitope	28	Obadeyi, Temitope	plymouth-argyle	Plymouth Argyle	F
19465	o-connor-aaron	10	O'Connor, Aaron	newport-county	Newport County	F
19400	platt-clive	9	Platt, Clive	northampton-town	Northampton Town	F
19500	pyn-christy	30	Pyn, Christy	exeter-city	Exeter City	G
19523	parkin-sam	25	Parkin, Sam	exeter-city	Exeter City	F
15358	potts-daniel	33	Potts, Daniel	portsmouth	Portsmouth	D
19538	parrish-andy	22	Parrish, Andy	morecambe	Morecambe	D
19101	porter-george	21	Porter, George	afc-wimbledon	AFC Wimbledon	M
19308	purrington-ben	25	Purrington, Ben	plymouth-argyle	Plymouth Argyle	D
18224	pickford-jordan	1	Pickford, Jordan	burton-albion	Burton Albion	G
19423	padovani-romain	8	Padovani, Romain	portsmouth	Portsmouth	M
19132	pond-nathan	6	Pond, Nathan	fleetwood-town	Fleetwood Town	M
19144	parkin-jon	9	Parkin, Jon	fleetwood-town	Fleetwood Town	F
19584	poole-james	10	Poole, James	hartlepool-united	Hartlepool United	F
19439	pidgeley-lenny	1	Pidgeley, Lenny	newport-county	Newport County	G
19184	poole-kevin	13	Poole, Kevin	burton-albion	Burton Albion	G
19705	paterson-james	3	Paterson, James	bristol-rovers	Bristol Rovers	M
19159	payne-jack	21	Payne, Jack	southend-united	Southend United 	D
19160	prosser-luke	6	Prosser, Luke	southend-united	Southend United 	D
19610	pell-harry	12	Pell, Harry	afc-wimbledon	AFC Wimbledon	M
19172	pinnock-mitch	22	Pinnock, Mitch	southend-united	Southend United 	M
19228	puri-sander	28	Puri, Sander	york-city	York City	M
19457	patten-kyle		Patten, Kyle	newport-county	Newport County	M
19200	phillips-jimmy	17	Phillips, Jimmy	burton-albion	Burton Albion	M
19210	pope-nick	31	Pope, Nick	york-city	York City	G
19218	parslow-daniel	6	Parslow, Daniel	york-city	York City	D
19662	pierre-aaron	19	Pierre, Aaron	wycombe-wanderers	Wycombe Wanderers	D
19199	palmer-matthew	23	Palmer, Matthew	burton-albion	Burton Albion	M
19226	penn-russell	16	Penn, Russell	cheltenham-town	Cheltenham Town	M
19227	platt-tom	18	Platt, Tom	york-city	York City	M
19684	pittman-jon-paul	16	Pittman, Jon-Paul	wycombe-wanderers	Wycombe Wanderers	F
19693	parkes-tom	6	Parkes, Tom	bristol-rovers	Bristol Rovers	D
19254	potter-alfie	11	Potter, Alfie	oxford-united	Oxford United	M
15632	price-lewis	33	Price, Lewis	mansfield-town	Mansfield Town	G
19360	palmer-oliver	36	Palmer, Oliver	mansfield-town	Mansfield Town	F
15641	parsons-matthew	26	Parsons, Matthew	plymouth-argyle	Plymouth Argyle	D
19375	picken-phil		Picken, Phil	bury	Bury	D
19376	poscha-marcus	36	Poscha, Marcus	bury	Bury	D
19413	painter-marcos	14	Painter, Marcos	portsmouth	Portsmouth	D
19438	perry-joe		Perry, Joe	newport-county	Newport County	G
19437	parish-elliot	29	Parish, Elliot	newport-county	Newport County	G
19458	pipe-david	2	Pipe, David	newport-county	Newport County	M
19459	porter-max	4	Porter, Max	newport-county	Newport County	M
19388	pratt-tom	29	Pratt, Tom	bury	Bury	M
19466	parker-joe	27	Parker, Joe	newport-county	Newport County	F
19389	procter-andrew	6	Procter, Andrew	bury	Bury	M
19725	richards-matthew	14	Richards, Matthew	cheltenham-town	Cheltenham Town	D
19424	racon-therry	31	Racon, Therry	portsmouth	Portsmouth	M
19219	reed-adam	10	Reed, Adam	burton-albion	Burton Albion	D
19718	rivers-harvey	30	Rivers, Harvey	cheltenham-town	Cheltenham Town	G
19524	reid-jamie	18	Reid, Jamie	exeter-city	Exeter City	F
19525	richards-elliot	10	Richards, Elliot	bristol-rovers	Bristol Rovers	F
19028	richards-marc	9	Richards, Marc	chesterfield	Chesterfield	M
19029	roberts-gary	11	Roberts, Gary	chesterfield	Chesterfield	M
19529	roche-barry	1	Roche, Barry	morecambe	Morecambe	G
19493	richardson-michael	8	Richardson, Michael	accrington-stanley	Accrington Stanley	F
19344	riley-martin	6	Riley, Martin	mansfield-town	Mansfield Town	D
19244	raynes-michael	4	Raynes, Michael	oxford-united	Oxford United	D
19052	ribeiro-christian	2	Ribeiro, Christian	scunthorpe-united	Scunthorpe United	D
19309	richards-jamie	22	Richards, Jamie	plymouth-argyle	Plymouth Argyle	D
19560	rafferty-andy	13	Rafferty, Andy	hartlepool-united	Hartlepool United	G
19566	rowbotham-josh	16	Rowbotham, Josh	hartlepool-united	Hartlepool United	D
19320	reid-reuben	9	Reid, Reuben	plymouth-argyle	Plymouth Argyle	M
19255	rigg-sean	7	Rigg, Sean	oxford-united	Oxford United	M
15594	roofe-kemar	23	Roofe, Kemar	cheltenham-town	Cheltenham Town	M
19577	richards-jordan	19	Richards, Jordan	hartlepool-united	Hartlepool United	M
19675	rowe-daniel	33	Rowe, Daniel	wycombe-wanderers	Wycombe Wanderers	M
19611	richards-tom	36	Richards, Tom	afc-wimbledon	AFC Wimbledon	M
19335	redmond-shane		Redmond, Shane	mansfield-town	Mansfield Town	G
19086	rafferty-joe	2	Rafferty, Joe	rochdale	Rochdale	D
19087	rose-michael	25	Rose, Michael	rochdale	Rochdale	D
19489	roddan-craig	8	Roddan, Craig	accrington-stanley	Accrington Stanley	M
19353	roberts-gary_2		Roberts, Gary	mansfield-town	Mansfield Town	M
19361	rhead-matthew	9	Rhead, Matthew	mansfield-town	Mansfield Town	F
19624	roberts-connor	12	Roberts, Connor	cheltenham-town	Cheltenham Town	G
19123	roberts-mark	5	Roberts, Mark	fleetwood-town	Fleetwood Town	D
19377	regan-carl		Regan, Carl	bury	Bury	D
19633	robertson-gregor	29	Robertson, Gregor	northampton-town	Northampton Town	D
19585	rodney-nialle	23	Rodney, Nialle	hartlepool-united	Hartlepool United	F
19644	ravenhill-richard	34	Ravenhill, Richard	northampton-town	Northampton Town	M
19447	redman-ellis	26	Redman, Ellis	newport-county	Newport County	D
19655	richardson-barry_2		Richardson, Barry	wycombe-wanderers	Wycombe Wanderers	G
